Name,Season,Date,Competition,Round,Venue,Result,Squad,Opponent
Nabil Bentaleb,2018-2019,2018-09-08,Africa Cup of Nations qualification,Group stage,Away,D 1–1,Algeria,Gambia
Nabil Bentaleb,2018-2019,2018-09-15,Bundesliga,Matchweek 3,Away,L 1–2,Schalke 04,M'gladbach
Nabil Bentaleb,2018-2019,2018-09-18,Champions Lg,Group stage,Home,D 1–1,Schalke 04,Porto
Nabil Bentaleb,2018-2019,2018-09-22,Bundesliga,Matchweek 4,Home,L 0–2,Schalke 04,Bayern Munich
Nabil Bentaleb,2018-2019,2018-09-25,Bundesliga,Matchweek 5,Away,L 0–1,Schalke 04,Freiburg
Nabil Bentaleb,2018-2019,2018-09-29,Bundesliga,Matchweek 6,Home,W 1–0,Schalke 04,Mainz 05
Nabil Bentaleb,2018-2019,2018-10-03,Champions Lg,Group stage,Away,W 1–0,Schalke 04,Loko Moscow
Nabil Bentaleb,2018-2019,2018-10-06,Bundesliga,Matchweek 7,Away,W 2–0,Schalke 04,Düsseldorf
Nabil Bentaleb,2018-2019,2018-10-12,Africa Cup of Nations qualification,Group stage,Home,W 2–0,Algeria,Benin
Nabil Bentaleb,2018-2019,2018-10-16,Africa Cup of Nations qualification,Group stage,Away,L 0–1,Algeria,Benin
Nabil Bentaleb,2018-2019,2018-10-20,Bundesliga,Matchweek 8,Home,L 0–2,Schalke 04,Werder Bremen
Nabil Bentaleb,2018-2019,2018-10-28,Bundesliga,Matchweek 9,Away,D 0–0,Schalke 04,RB Leipzig
Héctor Bellerín,2019-2020,2019-09-24,EFL Cup,Third round,Home,W 5–0,Arsenal,Nott'ham Forest
Héctor Bellerín,2019-2020,2019-09-28,PL2 — Div. 1,Matchweek 7,Home,D 2–2,Arsenal,Liverpool
Héctor Bellerín,2019-2020,2019-10-03,Europa Lg,Group stage,Home,W 4–0,Arsenal,Standard Liège
Héctor Bellerín,2019-2020,2019-10-24,Europa Lg,Group stage,Home,W 3–2,Arsenal,Vitória
Héctor Bellerín,2019-2020,2019-10-30,EFL Cup,Fourth round,Away,L 5 ,Arsenal,Liverpool
Héctor Bellerín,2019-2020,2019-11-09,Premier League,Matchweek 12,Away,L 0–2,Arsenal,Leicester City
Héctor Bellerín,2019-2020,2019-11-23,Premier League,Matchweek 13,Home,D 2–2,Arsenal,Southampton
Héctor Bellerín,2019-2020,2019-12-05,Premier League,Matchweek 15,Home,L 1–2,Arsenal,Brighton
Héctor Bellerín,2019-2020,2020-01-21,Premier League,Matchweek 24,Away,D 2–2,Arsenal,Chelsea
Héctor Bellerín,2019-2020,2020-01-27,FA Cup,Fourth round,Away,W 2–1,Arsenal,Bournemouth
Héctor Bellerín,2019-2020,2020-02-02,Premier League,Matchweek 25,Away,D 0–0,Arsenal,Burnley
Héctor Bellerín,2019-2020,2020-02-16,Premier League,Matchweek 26,Home,W 4–0,Arsenal,Newcastle Utd
Ryan Bennett,2018-2019,2018-12-15,Premier League,Matchweek 17,Home,W 2–0,Wolves,Bournemouth
Ryan Bennett,2018-2019,2018-12-21,Premier League,Matchweek 18,Home,L 0–2,Wolves,Liverpool
Ryan Bennett,2018-2019,2018-12-26,Premier League,Matchweek 19,Away,D 1–1,Wolves,Fulham
Ryan Bennett,2018-2019,2018-12-29,Premier League,Matchweek 20,Away,W 3–1,Wolves,Tottenham
Ryan Bennett,2018-2019,2019-01-02,Premier League,Matchweek 21,Home,L 0–2,Wolves,Crystal Palace
Ryan Bennett,2018-2019,2019-01-07,FA Cup,Third round,Home,W 2–1,Wolves,Liverpool
Ryan Bennett,2018-2019,2019-01-14,Premier League,Matchweek 22,Away,L 0–3,Wolves,Manchester City
Ryan Bennett,2018-2019,2019-01-19,Premier League,Matchweek 23,Home,W 4–3,Wolves,Leicester City
Ryan Bennett,2018-2019,2019-01-26,FA Cup,Fourth round,Away,D 2–2,Wolves,Shrewsbury
Ryan Bennett,2018-2019,2019-01-29,Premier League,Matchweek 24,Home,W 3–0,Wolves,West Ham
Ryan Bennett,2018-2019,2019-02-02,Premier League,Matchweek 25,Away,W 3–1,Wolves,Everton
Michy Batshuayi,2019-2020,2020-01-05,FA Cup,Third round,Home,W 2–0,Chelsea,Nott'ham Forest
Michy Batshuayi,2019-2020,2020-01-18,Premier League,Matchweek 23,Away,L 0–1,Chelsea,Newcastle Utd
Michy Batshuayi,2019-2020,2020-01-21,Premier League,Matchweek 24,Home,D 2–2,Chelsea,Arsenal
Michy Batshuayi,2019-2020,2020-01-25,FA Cup,Fourth round,Away,W 2–1,Chelsea,Hull City
Michy Batshuayi,2019-2020,2020-02-17,Premier League,Matchweek 26,Home,L 0–2,Chelsea,Manchester Utd
Michy Batshuayi,2019-2020,2020-02-29,Premier League,Matchweek 28,Away,D 2–2,Chelsea,Bournemouth
Ryan Bennett,2019-2020,2019-08-01,Europa Lg,Second qualifying round,Away,W 4–1,Wolves,Crusaders
Ryan Bennett,2019-2020,2019-08-08,Europa Lg,Third qualifying round,Away,W 4–0,Wolves,Pyunik
Ryan Bennett,2019-2020,2019-08-11,Premier League,Matchweek 1,Away,D 0–0,Wolves,Leicester City
Ryan Bennett,2019-2020,2019-08-19,Premier League,Matchweek 2,Home,D 1–1,Wolves,Manchester Utd
Ryan Bennett,2019-2020,2019-08-25,Premier League,Matchweek 3,Home,D 1–1,Wolves,Burnley
Ryan Bennett,2019-2020,2019-09-01,Premier League,Matchweek 4,Away,L 2–3,Wolves,Everton
Ryan Bennett,2019-2020,2019-09-19,Europa Lg,Group stage,Home,L 0–1,Wolves,Braga
Ryan Bennett,2019-2020,2019-09-25,EFL Cup,Third round,Home,W 1 ,Wolves,Reading
Ryan Bennett,2019-2020,2019-10-06,Premier League,Matchweek 8,Away,W 2–0,Wolves,Manchester City
Ryan Bennett,2019-2020,2019-10-19,Premier League,Matchweek 9,Home,D 1–1,Wolves,Southampton
Ryan Bennett,2019-2020,2019-10-30,EFL Cup,Fourth round,Away,L 1–2,Wolves,Aston Villa
Ryan Bennett,2019-2020,2019-11-07,Europa Lg,Group stage,Home,W 1–0,Wolves,Slovan Bratislava
Michy Batshuayi,2018-2019,2018-12-23,La Liga,Matchweek 17,Home,W 2–1,Valencia,Huesca
Michy Batshuayi,2018-2019,2019-01-05,La Liga,Matchweek 18,Away,L 1–2,Valencia,Alavés
Michy Batshuayi,2018-2019,2019-01-08,Copa del Rey,Round of 16,Away,L 1–2,Valencia,Sporting Gijón
Michy Batshuayi,2018-2019,2019-02-02,Premier League,Matchweek 25,Home,W 2–0,Crystal Palace,Fulham
Michy Batshuayi,2018-2019,2019-02-09,Premier League,Matchweek 26,Home,D 1–1,Crystal Palace,West Ham
Michy Batshuayi,2018-2019,2019-02-17,FA Cup,Fifth round,Away,W 2–0,Crystal Palace,Doncaster
Michy Batshuayi,2018-2019,2019-02-23,Premier League,Matchweek 27,Away,W 4–1,Crystal Palace,Leicester City
Michy Batshuayi,2018-2019,2019-02-27,Premier League,Matchweek 28,Home,L 1–3,Crystal Palace,Manchester Utd
Michy Batshuayi,2018-2019,2019-03-02,Premier League,Matchweek 29,Away,W 3–1,Crystal Palace,Burnley
Michy Batshuayi,2018-2019,2019-03-09,Premier League,Matchweek 30,Home,L 1–2,Crystal Palace,Brighton
Michy Batshuayi,2018-2019,2019-03-16,FA Cup,Quarter-finals,Away,L 1–2,Crystal Palace,Watford
Michy Batshuayi,2018-2019,2019-03-30,Premier League,Matchweek 32,Home,W 2–0,Crystal Palace,Huddersfield
Michy Batshuayi,2018-2019,2019-04-03,Premier League,Matchweek 31,Away,L 0–2,Crystal Palace,Tottenham
Ryan Bennett,2017-2018,2017-08-08,EFL Cup,First round,Home,W 1–0,Wolves,Yeovil Town
Jóhann Berg Guðmundsson,2019-2020,2019-08-10,Premier League,Matchweek 1,Home,W 3–0,Burnley,Southampton
Héctor Bellerín,2017-2018,2017-08-06,Community Shield,FA Community Shield,Neutral,W 1 ,Arsenal,Chelsea
Héctor Bellerín,2018-2019,2018-08-12,Premier League,Matchweek 1,Home,L 0–2,Arsenal,Manchester City
Nabil Bentaleb,2018-2019,2018-10-31,DFB-Pokal,Second round,Away,W 1 ,Schalke 04,Köln
Nabil Bentaleb,2018-2019,2018-11-03,Bundesliga,Matchweek 10,Home,W 3–1,Schalke 04,Hannover 96
Nabil Bentaleb,2018-2019,2018-11-06,Champions Lg,Group stage,Home,W 2–0,Schalke 04,Galatasaray
Nabil Bentaleb,2018-2019,2018-11-11,Bundesliga,Matchweek 11,Away,L 0–3,Schalke 04,Eint Frankfurt
Nabil Bentaleb,2018-2019,2018-11-24,Bundesliga,Matchweek 12,Home,W 5–2,Schalke 04,Nürnberg
Nabil Bentaleb,2018-2019,2018-11-28,Champions Lg,Group stage,Away,L 1–3,Schalke 04,Porto
Nabil Bentaleb,2018-2019,2018-12-01,Bundesliga,Matchweek 13,Away,D 1–1,Schalke 04,Hoffenheim
Nabil Bentaleb,2018-2019,2018-12-08,Bundesliga,Matchweek 14,Home,L 1–2,Schalke 04,Dortmund
Nabil Bentaleb,2018-2019,2018-12-15,Bundesliga,Matchweek 15,Away,D 1–1,Schalke 04,Augsburg
Nabil Bentaleb,2018-2019,2018-12-19,Bundesliga,Matchweek 16,Home,L 1–2,Schalke 04,Leverkusen
Nabil Bentaleb,2018-2019,2018-12-22,Bundesliga,Matchweek 17,Away,W 3–1,Schalke 04,Stuttgart
Nabil Bentaleb,2018-2019,2019-01-25,Bundesliga,Matchweek 19,Away,D 2–2,Schalke 04,Hertha BSC
Michy Batshuayi,2017-2018,2017-08-06,Community Shield,FA Community Shield,Neutral,L 1 ,Chelsea,Arsenal
Nabil Bentaleb,2017-2018,2017-08-14,DFB-Pokal,First round,Away,W 2–0,Schalke 04,BFC Dynamo
Héctor Bellerín,2019-2020,2020-02-23,Premier League,Matchweek 27,Home,W 3–2,Arsenal,Everton
Héctor Bellerín,2019-2020,2020-02-27,Europa Lg,Round of 32,Home,L 1–2,Arsenal,Olympiacos
Héctor Bellerín,2019-2020,2020-03-07,Premier League,Matchweek 29,Home,W 1–0,Arsenal,West Ham
Héctor Bellerín,2019-2020,2020-06-17,Premier League,Matchweek 28,Away,L 0–3,Arsenal,Manchester City
Héctor Bellerín,2019-2020,2020-06-20,Premier League,Matchweek 30,Away,L 1–2,Arsenal,Brighton
Jóhann Berg Guðmundsson,2018-2019,2018-07-26,Europa Lg,Second qualifying round,Away,D 1–1,Burnley,Aberdeen
Ryan Bennett,2018-2019,2019-02-05,FA Cup,Fourth round,Home,W 3–2,Wolves,Shrewsbury
Ryan Bennett,2018-2019,2019-02-11,Premier League,Matchweek 26,Home,D 1–1,Wolves,Newcastle Utd
Ryan Bennett,2018-2019,2019-02-17,FA Cup,Fifth round,Away,W 1–0,Wolves,Bristol City
Ryan Bennett,2018-2019,2019-02-23,Premier League,Matchweek 27,Away,D 1–1,Wolves,Bournemouth
Ryan Bennett,2018-2019,2019-02-26,Premier League,Matchweek 28,Away,L 0–1,Wolves,Huddersfield
Ryan Bennett,2018-2019,2019-03-02,Premier League,Matchweek 29,Home,W 2–0,Wolves,Cardiff City
Ryan Bennett,2018-2019,2019-04-02,Premier League,Matchweek 33,Home,W 2–1,Wolves,Manchester Utd
Ryan Bennett,2018-2019,2019-04-07,FA Cup,Semi-finals,Away,L 2–3,Wolves,Watford
Ryan Bennett,2018-2019,2019-04-20,Premier League,Matchweek 35,Home,D 0–0,Wolves,Brighton
Ryan Bennett,2018-2019,2019-04-24,Premier League,Matchweek 31,Home,W 3–1,Wolves,Arsenal
Ryan Bennett,2018-2019,2019-04-27,Premier League,Matchweek 36,Away,W 2–1,Wolves,Watford
Ryan Bennett,2018-2019,2019-05-04,Premier League,Matchweek 37,Home,W 1–0,Wolves,Fulham
Ryan Bennett,2019-2020,2019-11-10,Premier League,Matchweek 12,Home,W 2–1,Wolves,Aston Villa
Ryan Bennett,2019-2020,2019-12-04,Premier League,Matchweek 15,Home,W 2–0,Wolves,West Ham
Ryan Bennett,2019-2020,2019-12-12,Europa Lg,Group stage,Home,W 4–0,Wolves,Beşiktaş
Ryan Bennett,2019-2020,2019-12-27,Premier League,Matchweek 19,Home,W 3–2,Wolves,Manchester City
Ryan Bennett,2019-2020,2019-12-29,Premier League,Matchweek 20,Away,L 0–1,Wolves,Liverpool
Ryan Bennett,2019-2020,2020-01-01,Premier League,Matchweek 21,Away,L 1–2,Wolves,Watford
Michy Batshuayi,2018-2019,2019-04-06,Premier League,Matchweek 33,Away,W 1–0,Crystal Palace,Newcastle Utd
Michy Batshuayi,2018-2019,2019-05-04,Premier League,Matchweek 37,Away,W 3–2,Crystal Palace,Cardiff City
Michy Batshuayi,2018-2019,2019-05-12,Premier League,Matchweek 38,Home,W 5–3,Crystal Palace,Bournemouth
Michy Batshuayi,2018-2019,2019-06-08,Euro Qualifying,Group stage,Home,W 3–0,Belgium,Kazakhstan
Ryan Bennett,2017-2018,2017-08-15,Championship,Matchweek 3,Away,W 3–2,Wolves,Hull City
Ryan Bennett,2017-2018,2017-08-23,EFL Cup,Second round,Away,W 2–0,Wolves,Southampton
Ryan Bennett,2017-2018,2017-09-30,Championship,Matchweek 11,Away,W 4–0,Wolves,Burton Albion
Ryan Bennett,2017-2018,2017-10-24,EFL Cup,Fourth round,Away,L 0 ,Wolves,Manchester City
Ryan Bennett,2017-2018,2017-10-31,Championship,Matchweek 15,Away,W 2–0,Wolves,Norwich City
Ryan Bennett,2017-2018,2017-11-03,Championship,Matchweek 16,Home,W 2–0,Wolves,Fulham
Ryan Bennett,2017-2018,2017-11-18,Championship,Matchweek 17,Away,W 2–0,Wolves,Reading
Ryan Bennett,2017-2018,2017-11-22,Championship,Matchweek 18,Home,W 4–1,Wolves,Leeds United
Ryan Bennett,2017-2018,2017-11-25,Championship,Matchweek 19,Home,W 5–1,Wolves,Bolton
Ryan Bennett,2017-2018,2017-12-04,Championship,Matchweek 20,Away,W 1–0,Wolves,Birmingham City
Ryan Bennett,2017-2018,2017-12-09,Championship,Matchweek 21,Home,D 0–0,Wolves,Sunderland
Ryan Bennett,2017-2018,2017-12-15,Championship,Matchweek 22,Away,W 1–0,Wolves,Sheffield Weds
Ryan Bennett,2017-2018,2017-12-23,Championship,Matchweek 23,Home,W 1–0,Wolves,Ipswich Town
Jóhann Berg Guðmundsson,2019-2020,2019-08-17,Premier League,Matchweek 2,Away,L 1–2,Burnley,Arsenal
Jóhann Berg Guðmundsson,2019-2020,2019-08-25,Premier League,Matchweek 3,Away,D 1–1,Burnley,Wolves
Jóhann Berg Guðmundsson,2019-2020,2019-10-05,Premier League,Matchweek 8,Home,W 1–0,Burnley,Everton
Jóhann Berg Guðmundsson,2019-2020,2019-10-11,Euro Qualifying,Group stage,Home,L 0–1,Iceland,France
Jóhann Berg Guðmundsson,2019-2020,2019-12-26,Premier League,Matchweek 19,Away,L 0–1,Burnley,Everton
Jóhann Berg Guðmundsson,2019-2020,2019-12-28,Premier League,Matchweek 20,Home,L 0–2,Burnley,Manchester Utd
Jóhann Berg Guðmundsson,2019-2020,2020-01-01,Premier League,Matchweek 21,Home,L 1–2,Burnley,Aston Villa
Jóhann Berg Guðmundsson,2019-2020,2020-01-04,FA Cup,Third round,Home,W 4–2,Burnley,P'borough Utd
Héctor Bellerín,2017-2018,2017-08-11,Premier League,Matchweek 1,Home,W 4–3,Arsenal,Leicester City
Héctor Bellerín,2017-2018,2017-08-19,Premier League,Matchweek 2,Away,L 0–1,Arsenal,Stoke City
Héctor Bellerín,2017-2018,2017-08-27,Premier League,Matchweek 3,Away,L 0–4,Arsenal,Liverpool
Héctor Bellerín,2017-2018,2017-09-09,Premier League,Matchweek 4,Home,W 3–0,Arsenal,Bournemouth
Héctor Bellerín,2017-2018,2017-09-14,Europa Lg,Group stage,Home,W 3–1,Arsenal,Köln
Héctor Bellerín,2017-2018,2017-09-17,Premier League,Matchweek 5,Away,D 0–0,Arsenal,Chelsea
Héctor Bellerín,2017-2018,2017-09-25,Premier League,Matchweek 6,Home,W 2–0,Arsenal,West Brom
Héctor Bellerín,2017-2018,2017-10-01,Premier League,Matchweek 7,Home,W 2–0,Arsenal,Brighton
Héctor Bellerín,2017-2018,2017-10-14,Premier League,Matchweek 8,Away,L 1–2,Arsenal,Watford
Héctor Bellerín,2017-2018,2017-10-22,Premier League,Matchweek 9,Away,W 5–2,Arsenal,Everton
Héctor Bellerín,2017-2018,2017-10-28,Premier League,Matchweek 10,Home,W 2–1,Arsenal,Swansea City
Héctor Bellerín,2017-2018,2017-11-05,Premier League,Matchweek 11,Away,L 1–3,Arsenal,Manchester City
Héctor Bellerín,2018-2019,2018-08-18,Premier League,Matchweek 2,Away,L 2–3,Arsenal,Chelsea
Héctor Bellerín,2018-2019,2018-08-25,Premier League,Matchweek 3,Home,W 3–1,Arsenal,West Ham
Héctor Bellerín,2018-2019,2018-09-02,Premier League,Matchweek 4,Away,W 3–2,Arsenal,Cardiff City
Héctor Bellerín,2018-2019,2018-09-15,Premier League,Matchweek 5,Away,W 2–1,Arsenal,Newcastle Utd
Héctor Bellerín,2018-2019,2018-09-23,Premier League,Matchweek 6,Home,W 2–0,Arsenal,Everton
Héctor Bellerín,2018-2019,2018-09-29,Premier League,Matchweek 7,Home,W 2–0,Arsenal,Watford
Héctor Bellerín,2018-2019,2018-10-07,Premier League,Matchweek 8,Away,W 5–1,Arsenal,Fulham
Héctor Bellerín,2018-2019,2018-10-22,Premier League,Matchweek 9,Home,W 3–1,Arsenal,Leicester City
Héctor Bellerín,2018-2019,2018-10-28,Premier League,Matchweek 10,Away,D 2–2,Arsenal,Crystal Palace
Héctor Bellerín,2018-2019,2018-11-03,Premier League,Matchweek 11,Home,D 1–1,Arsenal,Liverpool
Héctor Bellerín,2018-2019,2018-11-11,Premier League,Matchweek 12,Home,D 1–1,Arsenal,Wolves
Nabil Bentaleb,2018-2019,2019-02-02,Bundesliga,Matchweek 20,Home,L 0–2,Schalke 04,M'gladbach
Nabil Bentaleb,2018-2019,2019-02-06,DFB-Pokal,Round of 16,Home,W 4–1,Schalke 04,Düsseldorf
Nabil Bentaleb,2018-2019,2019-02-09,Bundesliga,Matchweek 21,Away,L 1–3,Schalke 04,Bayern Munich
Nabil Bentaleb,2018-2019,2019-02-16,Bundesliga,Matchweek 22,Home,D 0–0,Schalke 04,Freiburg
Nabil Bentaleb,2018-2019,2019-02-20,Champions Lg,Round of 16,Home,L 2–3,Schalke 04,Manchester City
Nabil Bentaleb,2018-2019,2019-02-23,Bundesliga,Matchweek 23,Away,L 0–3,Schalke 04,Mainz 05
Nabil Bentaleb,2018-2019,2019-03-02,Bundesliga,Matchweek 24,Home,L 0–4,Schalke 04,Düsseldorf
Nabil Bentaleb,2018-2019,2019-03-08,Bundesliga,Matchweek 25,Away,L 2–4,Schalke 04,Werder Bremen
Nabil Bentaleb,2018-2019,2019-03-12,Champions Lg,Round of 16,Away,L 0–7,Schalke 04,Manchester City
Nabil Bentaleb,2018-2019,2019-04-12,Bundesliga,Matchweek 29,Away,D 1–1,Schalke 04,Nürnberg
Michy Batshuayi,2017-2018,2017-08-12,Premier League,Matchweek 1,Home,L 2–3,Chelsea,Burnley
Michy Batshuayi,2017-2018,2017-08-20,Premier League,Matchweek 2,Away,W 2–1,Chelsea,Tottenham
Michy Batshuayi,2017-2018,2017-08-27,Premier League,Matchweek 3,Home,W 2–0,Chelsea,Everton
Michy Batshuayi,2017-2018,2017-09-12,Champions Lg,Group stage,Home,W 6–0,Chelsea,Qarabağ FK
Michy Batshuayi,2017-2018,2017-09-20,EFL Cup,Third round,Home,W 5–1,Chelsea,Nott'ham Forest
Michy Batshuayi,2017-2018,2017-09-27,Champions Lg,Group stage,Away,W 2–1,Chelsea,Atlético Madrid
Michy Batshuayi,2017-2018,2017-09-30,Premier League,Matchweek 7,Home,L 0–1,Chelsea,Manchester City
Michy Batshuayi,2017-2018,2017-10-07,WCQ — UEFA (M),First round,Away,W 4–3,Belgium,Bosnia and Herzegovina
Michy Batshuayi,2017-2018,2017-10-10,WCQ — UEFA (M),First round,Home,W 4–0,Belgium,Cyprus
Michy Batshuayi,2017-2018,2017-10-14,Premier League,Matchweek 8,Away,L 1–2,Chelsea,Crystal Palace
Michy Batshuayi,2017-2018,2017-10-21,Premier League,Matchweek 9,Home,W 4–2,Chelsea,Watford
Michy Batshuayi,2017-2018,2017-10-25,EFL Cup,Fourth round,Home,W 2–1,Chelsea,Everton
Nabil Bentaleb,2017-2018,2017-08-19,Bundesliga,Matchweek 1,Home,W 2–0,Schalke 04,RB Leipzig
Nabil Bentaleb,2017-2018,2017-08-27,Bundesliga,Matchweek 2,Away,L 0–1,Schalke 04,Hannover 96
Nabil Bentaleb,2017-2018,2017-09-02,WCQ — CAF (M),Third round,Away,L 1–3,Algeria,Zambia
Nabil Bentaleb,2017-2018,2017-09-05,WCQ — CAF (M),Third round,Home,L 0–1,Algeria,Zambia
Nabil Bentaleb,2017-2018,2017-09-10,Bundesliga,Matchweek 3,Home,W 3–1,Schalke 04,Stuttgart
Nabil Bentaleb,2017-2018,2017-09-16,Bundesliga,Matchweek 4,Away,W 2–1,Schalke 04,Werder Bremen
Nabil Bentaleb,2017-2018,2017-09-19,Bundesliga,Matchweek 5,Home,L 0–3,Schalke 04,Bayern Munich
Nabil Bentaleb,2017-2018,2017-10-24,DFB-Pokal,Second round,Away,W 3–1,Schalke 04,Wehen
Nabil Bentaleb,2017-2018,2017-10-28,Bundesliga,Matchweek 10,Home,D 1–1,Schalke 04,Wolfsburg
Nabil Bentaleb,2017-2018,2018-02-03,Bundesliga,Matchweek 21,Home,L 1–2,Schalke 04,Werder Bremen
Nabil Bentaleb,2017-2018,2018-02-25,Bundesliga,Matchweek 24,Away,W 2–0,Schalke 04,Leverkusen
Nabil Bentaleb,2017-2018,2018-03-03,Bundesliga,Matchweek 25,Home,W 1–0,Schalke 04,Hertha BSC
Jóhann Berg Guðmundsson,2018-2019,2018-08-02,Europa Lg,Second qualifying round,Home,W 3–1,Burnley,Aberdeen
Jóhann Berg Guðmundsson,2018-2019,2018-08-09,Europa Lg,Third qualifying round,Away,D 0–0,Burnley,Başakşehir
Jóhann Berg Guðmundsson,2018-2019,2018-08-12,Premier League,Matchweek 1,Away,D 0–0,Burnley,Southampton
Jóhann Berg Guðmundsson,2018-2019,2018-08-16,Europa Lg,Third qualifying round,Home,W 1–0,Burnley,Başakşehir
Jóhann Berg Guðmundsson,2018-2019,2018-08-19,Premier League,Matchweek 2,Home,L 1–3,Burnley,Watford
Jóhann Berg Guðmundsson,2018-2019,2018-08-23,Europa Lg,Play-off Round,Away,L 1–3,Burnley,Olympiacos
Jóhann Berg Guðmundsson,2018-2019,2018-08-26,Premier League,Matchweek 3,Away,L 2–4,Burnley,Fulham
Jóhann Berg Guðmundsson,2018-2019,2018-09-16,Premier League,Matchweek 5,Away,L 0–1,Burnley,Wolves
Jóhann Berg Guðmundsson,2018-2019,2018-09-22,Premier League,Matchweek 6,Home,W 4–0,Burnley,Bournemouth
Jóhann Berg Guðmundsson,2018-2019,2018-09-25,EFL Cup,Third round,Away,L 1–2,Burnley,Burton Albion
Jóhann Berg Guðmundsson,2018-2019,2018-09-30,Premier League,Matchweek 7,Away,W 2–1,Burnley,Cardiff City
Jóhann Berg Guðmundsson,2018-2019,2018-10-06,Premier League,Matchweek 8,Home,D 1–1,Burnley,Huddersfield
Jóhann Berg Guðmundsson,2018-2019,2018-10-11,Friendlies (M),Friendlies (M),Away,D 2–2,Iceland,France
Ryan Bennett,2018-2019,2019-05-12,Premier League,Matchweek 38,Away,L 0–2,Wolves,Liverpool
Jóhann Berg Guðmundsson,2017-2018,2017-08-12,Premier League,Matchweek 1,Away,W 3–2,Burnley,Chelsea
Ryan Bennett,2017-2018,2017-12-26,Championship,Matchweek 24,Away,D 2–2,Wolves,Millwall
Ryan Bennett,2017-2018,2017-12-30,Championship,Matchweek 25,Away,W 2–1,Wolves,Bristol City
Ryan Bennett,2017-2018,2018-01-02,Championship,Matchweek 26,Home,W 3–0,Wolves,Brentford
Ryan Bennett,2017-2018,2018-01-06,FA Cup,Third round,Home,D 0–0,Wolves,Swansea City
Ryan Bennett,2017-2018,2018-01-13,Championship,Matchweek 27,Away,D 0–0,Wolves,Barnsley
Ryan Bennett,2017-2018,2018-01-20,Championship,Matchweek 28,Home,L 0–2,Wolves,Nott'ham Forest
Ryan Bennett,2017-2018,2018-01-27,Championship,Matchweek 29,Away,W 1–0,Wolves,Ipswich Town
Ryan Bennett,2017-2018,2018-02-03,Championship,Matchweek 30,Home,W 3–0,Wolves,Sheffield Utd
Ryan Bennett,2017-2018,2018-02-10,Championship,Matchweek 31,Home,W 2–1,Wolves,QPR
Ryan Bennett,2017-2018,2018-02-17,Championship,Matchweek 32,Away,D 1–1,Wolves,Preston
Ryan Bennett,2017-2018,2018-02-21,Championship,Matchweek 33,Home,D 2–2,Wolves,Norwich City
Ryan Bennett,2017-2018,2018-02-24,Championship,Matchweek 34,Away,L 0–2,Wolves,Fulham
Héctor Bellerín,2017-2018,2017-11-18,Premier League,Matchweek 12,Home,W 2–0,Arsenal,Tottenham
Héctor Bellerín,2017-2018,2017-11-26,Premier League,Matchweek 13,Away,W 1–0,Arsenal,Burnley
Héctor Bellerín,2017-2018,2017-11-29,Premier League,Matchweek 14,Home,W 5–0,Arsenal,Huddersfield
Héctor Bellerín,2017-2018,2017-12-02,Premier League,Matchweek 15,Home,L 1–3,Arsenal,Manchester Utd
Héctor Bellerín,2017-2018,2017-12-10,Premier League,Matchweek 16,Away,D 1–1,Arsenal,Southampton
Héctor Bellerín,2017-2018,2017-12-13,Premier League,Matchweek 17,Away,D 0–0,Arsenal,West Ham
Héctor Bellerín,2017-2018,2017-12-16,Premier League,Matchweek 18,Home,W 1–0,Arsenal,Newcastle Utd
Héctor Bellerín,2017-2018,2017-12-22,Premier League,Matchweek 19,Home,D 3–3,Arsenal,Liverpool
Héctor Bellerín,2017-2018,2017-12-28,Premier League,Matchweek 20,Away,W 3–2,Arsenal,Crystal Palace
Héctor Bellerín,2017-2018,2017-12-31,Premier League,Matchweek 21,Away,D 1–1,Arsenal,West Brom
Héctor Bellerín,2017-2018,2018-01-03,Premier League,Matchweek 22,Home,D 2–2,Arsenal,Chelsea
Héctor Bellerín,2017-2018,2018-01-10,EFL Cup,Semi-finals,Away,D 0–0,Arsenal,Chelsea
Christian Benteke,2019-2020,2019-08-10,Premier League,Matchweek 1,Home,D 0–0,Crystal Palace,Everton
Christian Benteke,2018-2019,2018-08-11,Premier League,Matchweek 1,Away,W 2–0,Crystal Palace,Fulham
Christian Benteke,2017-2018,2017-08-12,Premier League,Matchweek 1,Home,L 0–3,Crystal Palace,Huddersfield
Sander Berge,2019-2020,2019-07-26,First Division A,Regular Season,Home,W 2–1,Genk,Kortrijk
Héctor Bellerín,2018-2019,2018-11-25,Premier League,Matchweek 13,Away,W 2–1,Arsenal,Bournemouth
Héctor Bellerín,2018-2019,2018-12-02,Premier League,Matchweek 14,Home,W 4–2,Arsenal,Tottenham
Héctor Bellerín,2018-2019,2018-12-05,Premier League,Matchweek 15,Away,D 2–2,Arsenal,Manchester Utd
Héctor Bellerín,2018-2019,2018-12-08,Premier League,Matchweek 16,Home,W 1–0,Arsenal,Huddersfield
Héctor Bellerín,2018-2019,2018-12-16,Premier League,Matchweek 17,Away,L 2–3,Arsenal,Southampton
Héctor Bellerín,2018-2019,2019-01-12,Premier League,Matchweek 22,Away,L 0–1,Arsenal,West Ham
Héctor Bellerín,2018-2019,2019-01-19,Premier League,Matchweek 23,Home,W 2–0,Arsenal,Chelsea
Michy Batshuayi,2017-2018,2017-10-28,Premier League,Matchweek 10,Away,W 1–0,Chelsea,Bournemouth
